Prospectus Type,Document Type,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,ISIN,First Passporting Date,Last Update Date,National Document ID,Consideration offered,Issuer(s) Name / LEI,Host Member State(s)
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",29/09/2023,28/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554743,29/09/2023,29/09/2023,FTWS151543,From 6000000 to 12000000,"WOOD & Company, investiční fond s proměnným základním kapitálem, a.s. - 315700HYI945R99ISO96",SLOVAKIA
Standalone Prospectus,Standalone prospectus,,27/09/2023,CZECHIA,Shares,CZ0005139071,,28/09/2023,STDA100430,From 64725696 to 72238500,"Vodovody a kanalizace Trutnov, a.s. - 315700VMSR8AYL1PJL97",
Standalone Prospectus,Standalone prospectus,,27/09/2023,CZECHIA,Shares,CZ0005139089,,28/09/2023,STDA100430,From 10538304 to 11761500,"Vodovody a kanalizace Trutnov, a.s. - 315700VMSR8AYL1PJL97",
Standalone Prospectus,Standalone prospectus,,27/09/2023,CZECHIA,Debt with denomination ≥ €100.000,CZ0003553190,,02/10/2023,STDA100432,Max 2001000000,DEKINVEST otevřený podílový fond Beta - 315700ODJSV3XZ6IU482,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,27/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554859,,15/02/2024,FTWS151545,Max 20000000,BOHEMIA HEALING MARIENBAD WATERS a.s. - 3157007UTRCPS5QY7632,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,27/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003708463,,07/06/2024,FTWS153289,1250000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554586,,30/10/2023,FTWS153282,100000000,SOLEK HOLDING SE - 3157002ROYBXWRTXZ748,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554768,,20/03/2024,FTWS151402,Max 50000000,ALEMAR Food Group a.s. - 315700L63KOVVLIKGM26,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554776,,13/07/2024,FTWS176228,Max 2000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554495,,02/08/2024,FTWS151016,From 50000000 to 75000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554487,,02/08/2024,FTWS151017,From 80000000 to 120000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554503,,02/08/2024,FTWS151018,From 80000000 to 120000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554511,,02/08/2024,FTWS151019,From 50000000 to 75000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554792,,15/02/2024,FTWS176226,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554784,,15/02/2024,FTWS176225,Max 10000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554800,,15/02/2024,FTWS176227,Max 4000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554818,,15/02/2024,FTWS176224,Max 14000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Derivative securities,CZ0000305206,,19/05/2024,FTWS153281,2500000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/09/2023,CZECHIA,Derivative securities,CZ0000305172,,19/05/2024,FTWS153280,95000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554727,,15/02/2024,FTWS176223,Max 8000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/09/2023,CZECHIA,Derivative securities,CZ0000305081,,19/05/2024,FTWS150889,2500000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,18/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554669,,15/03/2024,FTWS150885,Max 40000000,GEEN Development a.s. - 31570074I0WNRTL85M76,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,18/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554594,,16/03/2024,FTWS151092,Max 100000000,PORTIVA Automotive Finance s.r.o. - 315700X0FO63KINT3N18,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003708448,,12/07/2024,FTWS151549,Max 5000000,"UniCredit Bank Czech Republic and Slovakia, a.s. - KR6LSKV3BTSJRD41IF75",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003708455,,12/07/2024,FTWS151548,Max 5000000000,"UniCredit Bank Czech Republic and Slovakia, a.s. - KR6LSKV3BTSJRD41IF75",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554636,,28/05/2024,FTWS150888,50000000,"SMV REZIDENČNÍ PROJEKTY, s.r.o. - 315700JOVKQUXD04PB89",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554628,,28/05/2024,FTWS150887,40000000,"SMV REZIDENČNÍ PROJEKTY, s.r.o. - 315700JOVKQUXD04PB89",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554610,,28/05/2024,FTWS150886,30000000,"SMV REZIDENČNÍ PROJEKTY, s.r.o. - 315700JOVKQUXD04PB89",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554362,,15/12/2023,FTWS149454,Max 60000000,GFF Invest s.r.o. - 3157004B6N9CNIJ89156,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554123,,29/03/2024,FTWS149451,195000000,DRFG Bond Investment 2023 s.r.o. - 315700WZM09C8NM45W33,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554131,,29/03/2024,FTWS149452,130000000,DRFG Bond Investment 2023 s.r.o. - 315700WZM09C8NM45W33,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553778,,14/09/2023,FTWS149438,350000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,12/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554321,,14/09/2023,FTWS149437,From 25000000 to 37500000,CFG Real Estate s.r.o. - 3157002ICHOPYINXXT82,
Standalone Prospectus,Standalone prospectus,,07/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003552929,,08/09/2023,STDA100421,Max 3000000000,"JTSEC CZ Financing 1, a.s. - 315700KJA8I7WSQISY12",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554156,,13/07/2024,FTWS176229,Max 2000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554164,,15/02/2024,FTWS176219,Max 16000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554172,,15/02/2024,FTWS176220,Max 4000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554198,,15/02/2024,FTWS176222,Max 4000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554180,,15/02/2024,FTWS176221,Max 6000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554149,,22/06/2024,FTWS196855,Max 100000000,PROGRESUS RD Rýmařov II a.s. - 315700GGYDO6RE5G1M95,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554107,,05/03/2025,FTWS150884,Max 150000000,CREDITAS Invest I a.s. - 315700O4JZU78K2DVT83,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554099,,05/03/2025,FTWS150883,Max 150000000,CREDITAS Invest I a.s. - 315700O4JZU78K2DVT83,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,06/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554248,,28/06/2024,FTWS148596,From 30000000 to 60000000,QSC finance s.r.o. - 315700QWCGO53CNQIP65,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,06/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554255,,28/06/2024,FTWS148597,From 30000000 to 60000000,QSC finance s.r.o. - 315700QWCGO53CNQIP65,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554016,,15/12/2023,FTWS148594,Max 60000000,GFF Invest s.r.o. - 3157004B6N9CNIJ89156,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554024,,13/07/2024,FTWS153250,Max 2000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553703,,15/03/2024,FTWS149478,Max 80000000,GEEN Development a.s. - 31570074I0WNRTL85M76,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,01/09/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553927,,02/09/2023,FTWS147440,From 250000000 to 400000000,WOOD & Company Office podfond - 315700GIZKN949SMA411,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,31/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554040,,02/09/2023,FTWS147434,From 25000000 to 50000000,BBRS Group s.r.o. - 315700EAK4EKV6CBQ809,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,31/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553851,,02/09/2023,FTWS147435,From 25000000 to 50000000,BBRS Group s.r.o. - 315700EAK4EKV6CBQ809,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,31/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553869,,02/09/2023,FTWS147436,From 25000000 to 50000000,BBRS Group s.r.o. - 315700EAK4EKV6CBQ809,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,31/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554032,,02/09/2023,FTWS147437,From 420000 to 840000,BBRS Group s.r.o. - 315700EAK4EKV6CBQ809,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,31/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553877,,02/09/2023,FTWS147438,From 420000 to 840000,BBRS Group s.r.o. - 315700EAK4EKV6CBQ809,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,31/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553836,,02/09/2023,FTWS147439,From 420000 to 840000,BBRS Group s.r.o. - 315700EAK4EKV6CBQ809,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,31/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003554073,,05/03/2025,FTWS150882,Max 50000000,CREDITAS Invest I a.s. - 315700O4JZU78K2DVT83,
Standalone Prospectus,Standalone prospectus,,30/08/2023,CZECHIA,Shares,CZ0009009940,,07/11/2023,STDA100414,500000940,SAB Finance a.s. - 31570010000000059556,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,30/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553695,,31/08/2023,FTWS147428,Max 50000000,CFIG SE - 315700P49FDKAB130531,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,28/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553802,,30/08/2023,FTWS147322,From 20000000 to 40000000,FI Realitní Investice s.r.o. - 3157007E3NMHMKAR0248,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,28/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553810,,30/08/2023,FTWS147323,From 30000000 to 60000000,FI Realitní Investice s.r.o. - 3157007E3NMHMKAR0248,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,28/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553687,,15/03/2024,FTWS149453,Max 30000000,GEEN Development a.s. - 31570074I0WNRTL85M76,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,28/08/2023,CZECHIA,Derivative securities,CZ0000305123,,19/05/2024,FTWS149266,2500000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,24/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003708430,,07/06/2024,FTWS149440,875000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,24/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553729,,11/05/2024,FTWS147231,From 140000000 to 175000000,YD Real Estate Finance a.s. - 315700AW7PHHX554N577,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,24/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553737,,11/05/2024,FTWS147232,From 165000000 to 206250000,YD Real Estate Finance a.s. - 315700AW7PHHX554N577,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,24/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553745,,11/05/2024,FTWS147233,From 45000000 to 56250000,YD Real Estate Finance a.s. - 315700AW7PHHX554N577,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553422,,29/03/2024,FTWS149263,1300000,DRFG Bond Investment 2023 s.r.o. - 315700WZM09C8NM45W33,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,22/08/2023,CZECHIA,Debt with denomination < €100.000,CZ0003553430,,29/03/2024,FTWS149262,292500000,DRFG Bond Investment 2023 s.r.o. - 315700WZM09C8NM45W33,
